Bécane - A COLORS SHOW, 0.505 0.527 0.235 -7.765
whiskey, 0.768 0.519 0.452 -8.494
Nights With You, 0.58 0.745 0.612 -4.915
Hinterkaifeck, 0.342 0.971 0.255 -5.977
Vinyl, 0.661 0.892 0.729 -3.83
Slut, 0.523 0.908 0.34 -4.569
SPECIALZ, 0.566 0.85 0.722 -4.431
Fade Away (Instrumental), 0.513 0.251 0.101 -20.553
Often - Kygo Remix, 0.583 0.491 0.391 -9.876
Moonlight, 0.725 0.597 0.171 -8.419
Mockingbird, 0.637 0.678 0.254 -3.798
Acid Ke?, 0.699 0.88 0.665 -5.095
Hide (feat. Seezyn), 0.715 0.638 0.151 -5.017
Raag, 0.314 0.877 0.432 -7.112
Just Because, 0.544 0.629 0.453 -7.8
Pretender, 0.538 0.869 0.369 -3.464
Not About Angels, 0.405 0.111 0.219 -11.879
Do Matter, 0.521 0.289 0.289 -16.915
Period (第39〜50話OP), 0.501 0.782 0.431 -4.067
AFTERLIFE, 0.283 0.696 0.0693 -5.491
Shonar Moyna Pakhi, 0.611 0.418 0.517 -13.932
Take on Me, 0.573 0.902 0.876 -7.638
Everybody Hurts, 0.467 0.324 0.166 -10.451
Stay With Me, 0.684 0.844 0.335 -7.649
NO BYSTANDERS, 0.731 0.811 0.426 -3.225
Back Door, 0.82 0.842 0.653 -3.853
Tu Aake Dekhle, 0.77 0.838 0.187 -4.022
The Light of Dying Worlds, 0.31 0.468 0.105 -8.418
Somebody Else, 0.619 0.792 0.458 -5.711
WORTH IT (feat. Don Toliver), 0.818 0.723 0.55 -5.037
November Rain, 0.294 0.64 0.226 -9.316
katharsis, 0.557 0.826 0.389 -3.185
アンサー, 0.601 0.568 0.457 -6.425
Focus (feat. 21 Savage), 0.752 0.703 0.538 -5.268
We Will Rock You - Remastered 2011, 0.692 0.497 0.475 -7.316
Memories, 0.682 0.617 0.385 -6.599
Say What You Say, 0.897 0.542 0.434 -3.656
I Really Want to Stay at Your House, 0.49 0.738 0.126 -7.399
Purple Haze, 0.533 0.905 0.486 -5.27
Believe, 0.275 0.955 0.123 -6.832
Coffee Houser Sei Addata Aaj Aar Nei, 0.62 0.416 0.701 -13.106
You Lose, 0.29 0.972 0.0873 -5.395
Believer, 0.779 0.787 0.708 -4.305
Goodbye My Lover, 0.432 0.261 0.273 -12.591
From the Dining Table, 0.671 0.156 0.201 -16.288
Supermodel, 0.613 0.442 0.252 -8.874
Spitting Up Chunks Of Cunt, 0.481 0.989 0.322 -2.804
The Setup - Digital Dreams Wrapped In Plastic Remix, 0.539 0.717 0.617 -9.327
Sharks, 0.513 0.687 0.284 -7.988
Farouk / The Shadow King, 0.246 0.0505 0.0299 -23.015
Groundhog Day, 0.732 0.797 0.56 -1.882
Hot (Remix) [feat. Gunna and Travis Scott], 0.845 0.631 0.545 -8.206
When I Look At You, 0.459 0.545 0.194 -4.874
Money - 2011 Remastered Version, 0.469 0.537 0.783 -10.421
Everlong, 0.413 0.881 0.364 -5.541
カワキヲアメク, 0.546 0.808 0.511 -4.52
Conjuring the Dead, 0.462 0.968 0.0418 -5.117
Love You With All My Heart, 0.46 0.326 0.214 -8.226
If By Chance, 0.405 0.279 0.256 -8.099
Line, 0.378 0.781 0.389 -6.916
Liz, 0.612 0.838 0.804 -5.827
Rong, 0.448 0.791 0.676 -5.236
Phoenix (Carpenter Brut Remix), 0.4 0.796 0.439 -7.362
Sow Sorrow for Victory, 0.445 0.934 0.259 -5.775
Maria, 0.35 0.621 0.459 -6.495
Dandelion, 0.8 0.66 0.634 -4.903
PARTYGIRL, 0.693 0.713 0.615 -4.489
My Darling, 0.511 0.79 0.456 -6.592
Life Is Good (feat. Drake), 0.676 0.609 0.508 -5.831
Sugar Wraith, 0.607 0.775 0.307 -4.269
Instead of Midterms, 0.73 0.201 0.14 -20.352
Ave Plague, 0.4 0.781 0.107 -6.649
The Box, 0.896 0.586 0.642 -6.687
Underwater Sun, 0.389 0.317 0.191 -14.968
The First Day, 0.332 0.437 0.245 -8.56
I'll Never Love Again - Film Version, 0.45 0.339 0.215 -7.463
Self Love (Spider-Man: Across the Spider-Verse) (Metro Boomin & Coi Leray), 0.751 0.3 0.0551 -9.404
Good Days, 0.637 0.929 0.902 -3.593
The Flood, 0.641 0.625 0.18 -7.736
3 a.m., 0.75 0.831 0.731 -2.601
iSpy (feat. Lil Yachty), 0.746 0.653 0.672 -6.745
Corsair, 0.15 0.122 0.223 -22.992
Happier, 0.687 0.792 0.671 -2.749
Broken Theme, 0.768 0.707 0.736 -11.069
Doyal Tomaro Lagiya, 0.537 0.62 0.649 -8.184
Baddest Boss, 0.721 0.744 0.94 -4.334
Cymatics, 0.438 0.64 0.111 -9.067
Like A Dream, 0.539 0.517 0.217 -5.244
Shoto Asha, 0.503 0.849 0.382 -5.333
Breath, 0.182 0.394 0.136 -8.467
The Divine Right of Kings, 0.277 0.982 0.163 -2.403
Wow., 0.833 0.539 0.385 -7.399
Let Me Hear, 0.175 0.995 0.303 1.023
You Said, 0.726 0.481 0.224 -8.254
Chawl Raastaye, 0.612 0.354 0.448 -8.126
Knockin' On Heaven's Door, 0.496 0.739 0.377 -7.193
Red Led, 0.479 0.59 0.33 -11.582
Effigy of Malediction, 0.153 0.978 0.0323 -7.366
HALF, 0.633 0.912 0.825 -3.845
Ghost, 0.601 0.741 0.441 -5.569
Still Your Best, 0.535 0.406 0.217 -7.681
Drop The Bomb On 'Em, 0.892 0.693 0.357 -4.048
ORANGE SODA, 0.83 0.564 0.107 -7.822
Farewell to the Flesh, 0.43 0.946 0.172 -2.97
Slow, 0.636 0.243 0.239 -9.509
1969, 0.667 0.73 0.207 -10.049
The Price of Freedom (Interlude), 0.511 0.467 0.134 -14.56
Black Metal Ist Krieg, 0.216 0.998 0.0194 -7.951
Outro, 0.608 0.742 0.477 -8.091
怪物, 0.627 0.824 0.774 -3.419
drugs, 0.484 0.444 0.226 -6.935
Moana, 0.753 0.502 0.349 -6.879
The Gorebox, 0.336 0.996 0.0666 -3.705
Yucky Blucky Fruitcake, 0.631 0.748 0.351 -2.569
Pop Out (feat. Lil Tjay), 0.772 0.639 0.261 -7.119
Moth To A Flame (with The Weeknd), 0.542 0.659 0.109 -7.289
Paranoia (feat. Gunna & Young Thug), 0.568 0.646 0.24 -4.369
Piya Ki Nazariya, 0.46 0.661 0.461 -8.067
Oniket Prantor, 0.501 0.922 0.476 -5.835
Foreign, 0.762 0.705 0.264 -5.195
Poth Chola, 0.438 0.734 0.626 -5.827
Jaatra, 0.423 0.672 0.149 -4.425
Slow Hands, 0.735 0.425 0.848 -6.648
clown (with Trevor Daniel), 0.709 0.774 0.393 -4.797
Ministry of Alienation, 0.764 0.51 0.391 -7.558
Save Me (with Lainey Wilson), 0.564 0.612 0.146 -5.018
Amorsho, 0.508 0.84 0.666 -6.112
SOS (feat. Aloe Blacc), 0.802 0.645 0.376 -6.181
Tomake Chai - Female Vocals, 0.34 0.117 0.279 -14.707
If I Ain't Got You, 0.609 0.444 0.166 -9.129
Dominance by Acquisition, 0.246 0.987 0.0551 -5.432
Free Bird, 0.279 0.852 0.437 -7.838
Fireflies, 0.513 0.661 0.461 -6.8
Piece Of Your Heart, 0.677 0.744 0.631 -6.806
Still They Pray, 0.301 0.992 0.0793 -4.563
Insane, 0.876 0.878 0.677 -0.929
Michelle, 0.654 0.441 0.383 -6.673
Auroop: Nirakar, 0.633 0.675 0.459 -8.128
For The Night (feat. Lil Baby & DaBaby), 0.823 0.586 0.347 -6.606
The Way I Am, 0.803 0.855 0.345 -3.369
Smells Like Teen Spirit, 0.502 0.912 0.72 -4.556
sex money feelings die, 0.614 0.411 0.447 -8.852
Ana, 0.34 0.53 0.149 -8.598
たぶん, 0.748 0.661 0.743 -6.702
Elimi Tut (feat. Ecem Telli), 0.658 0.592 0.102 -9.429
Miracle Man, 0.671 0.465 0.685 -8.165
Train Wreck, 0.311 0.485 0.225 -5.726
Compassióne, 0.187 0.457 0.23 -8.209
鏡面の波, 0.485 0.723 0.397 -4.484
FEEL NOTHING, 0.54 0.816 0.242 -7.334
Dahlia, 0.679 0.852 0.329 -7.679
Moonlight, 0.921 0.537 0.711 -5.723
Chapel of Shadows, 0.259 0.883 0.205 -4.078
XO Tour Llif3, 0.732 0.75 0.401 -6.366
Chaos and Madness, 0.591 0.585 0.685 -17.112
Secrets, 0.433 0.881 0.462 -4.525
Thieves of the New World Order - Ministry, 0.487 0.956 0.176 -4.446
The Return, 0.536 0.781 0.404 -7.265
"Cheesin’ (with Cautious Clay,  Remi Wolf  Still Woozy -6.665  Claud
I Tried, 0.707 0.623 0.643 -5.624
Money Longer, 0.795 0.568 0.478 -7.817
bullet (Slushii Remix), 0.547 0.942 0.222 -2.334
In My Mind, 0.665 0.788 0.63 -3.889
More Often, 0.774 0.552 0.705 -9.092
Who Do I Call?, 0.699 0.628 0.607 -5.163
"Tumi,  Ami O Bhor" 0.488 0.254 11
Ruinous One, 0.456 0.517 0.378 -9.33
Want U Around (feat. Ruel), 0.644 0.365 0.323 -10.593
Harmony, 0.481 0.891 0.193 -3.75
The Door, 0.731 0.861 0.759 -5.483
Ke Bashi Bajay Re, 0.91 0.353 0.81 -11.91
Mayabee, 0.516 0.427 0.181 -11.519
The Somber Empire, 0.436 0.993 0.141 -2.391
In My Head, 0.632 0.557 0.282 -5.643
Dekhte Dekhte, 0.356 0.766 0.703 -8.569
Make Up Sex, 0.716 0.573 0.472 -5.277
Embarrassed (feat. Travis Scott), 0.848 0.506 0.593 -5.105
Mockingbird, 0.621 0.672 0.228 -3.892
More Than You Know, 0.645 0.741 0.534 -4.989
Business, 0.905 0.81 0.486 -4.538
Waiting For Never, 0.593 0.834 0.555 -3.738
Asylum Cave, 0.412 0.794 0.227 -4.495
Delirium, 0.368 0.77 0.0538 -4.013
Habibi, 0.479 0.609 0.74 -8.5
ARGENTINA, 0.804 0.725 0.356 -9.463
Ek Shohor Bhalobasha, 0.583 0.547 0.458 -6.579
BEST INTEREST, 0.711 0.436 0.45 -7.917
Blackest Bile, 0.331 0.574 0.0682 -8.89
Bedona, 0.635 0.73 0.816 -5.982
I Don't Wanna Love You, 0.796 0.715 0.384 -5.751
Kill Reflex, 0.496 0.995 0.0391 -5.112
In the Dark, 0.622 0.919 0.159 -5.012
Ever (Foreign Flag), 0.562 0.719 0.16 -5.842
15 Step, 0.598 0.854 0.844 -7.584
Stockholm, 0.553 0.568 0.517 -11.409
Welcome To The Jungle, 0.447 0.954 0.331 -8.069
It's A Flex (feat. NAV), 0.799 0.554 0.533 -6.85
Space Cadet (feat. Gunna), 0.901 0.464 0.638 -9.789
Into The Ashes, 0.335 0.986 0.0397 -2.973
Jigsaw Falling Into Place, 0.462 0.832 0.807 -6.085
Chariots Of Fire, 0.48 0.378 0.0616 -13.317
Escape (The Pina Colada Song), 0.835 0.509 0.949 -13.668
asphyxia, 0.253 0.932 0.334 -3.346
Cement, 0.687 0.574 0.143 -8.697
Ride For Me, 0.735 0.533 0.707 -5.606
Heartbreak Anniversary, 0.449 0.465 0.543 -8.964
Bfg Division, 0.284 0.722 0.0383 -8.284
Emon Jodi Hoto, 0.578 0.261 0.638 -10.926
Monster, 0.52 0.852 0.234 -5.866
Man of War, 0.273 0.473 0.141 -7.614
"65º38'27.9""N 20º16'56.9""W", 0.136 0.117 0.0356 -9.714
Ei Obelay, 0.497 0.489 0.265 -9.099
シルエット, 0.436 0.934 0.383 -2.685
Leatherface, 0.263 0.983 0.119 -3.744
Azrael, 0.376 0.965 0.038 -4.625
Dream Catcher, 0.611 0.417 0.26 -12.454
I Got You (I Feel Good), 0.608 0.471 0.682 -8.664
Like Us, 0.886 0.567 0.283 -6.96
The Ringer, 0.939 0.551 0.42 -9.126
Trophies, 0.695 0.504 0.502 -6.669
Are Hi, 0.633 0.386 0.507 -11.518
Sin (feat. Jaden Smith), 0.889 0.385 0.235 -11.767
Wicked Games, 0.658 0.594 0.317 -5.196
Save Your Tears, 0.833 0.444 0.711 -8.08
Desperation, 0.71 0.921 0.669 -2.448
The Way, 0.251 0.446 0.114 -11.942
Tomar Ghorey, 0.463 0.684 0.917 -9.707
"There,  There" 0.614 0.108 9
Broken, 0.828 0.581 0.145 -2.659
Spinnin, 0.765 0.572 0.475 -6.153
Paroxysm, 0.256 0.947 0.0908 -2.24
CAN YOU HEAR THE MOON, 0.707 0.238 0.345 -8.818
Shakira!, 0.79 0.832 0.623 -5.291
To My Youth, 0.424 0.564 0.441 -4.619
Nude, 0.516 0.342 0.167 -9.785
Possession, 0.58 0.726 0.693 -9.207
Dear No One, 0.627 0.592 0.462 -5.977
Mr. Clean, 0.759 0.702 0.63 -6.053
I Smoked Away My Brain (I'm God x Demons Mashup) (feat. Imogen Heap & Clams Casino), 0.47 0.652 0.104 -9.629
Shadowplay - 2007 Remaster, 0.433 0.756 0.117 -7.855
Amy, 0.742 0.267 0.543 -11.418
Choir and Crickets, 0.628 0.0625 0.528 -26.372
charger, 0.69 0.516 0.313 -9.75
House of Rushammon, 0.297 0.298 0.116 -14.121
1 4 2, 0.701 0.692 0.56 -7.527
Ashokto, 0.491 0.687 0.279 -7.112
Kamor Diona, 0.746 0.861 0.616 -4.452
Love/Hate Letter To Alcohol (with Fleet Foxes), 0.475 0.569 0.0395 -7.073
Shuvro Probhat - Acoustic, 0.316 0.369 0.123 -8.303
Don't Mess With My Mind, 0.662 0.375 0.0957 -9.85
Abar Hashimukh, 0.382 0.603 0.332 -8.286
Feral Love, 0.598 0.48 0.0357 -12.478
Ke Shunbe, 0.523 0.463 0.357 -10.764
HYAENA, 0.608 0.754 0.455 -5.277
Freaks, 0.679 0.825 0.644 -5.487
Sweet Dreams (Are Made of This) - Remastered, 0.692 0.711 0.875 -7.498
2HONEST feat. SAINt JHN, 0.527 0.75 0.7 -5.881
Sons of Shadows, 0.285 0.905 0.285 -11.987
ダイバー, 0.459 0.855 0.547 -3.408
Noticed, 0.699 0.558 0.493 -7.622
Lay It Down, 0.677 0.793 0.853 -4.157
Come Undone, 0.494 0.268 0.465 -10.605
Shoot Me, 0.583 0.916 0.732 -1.396
La Câlin, 0.598 0.437 0.0697 -10.97
Rainbow - Band Version, 0.43 0.355 0.112 -8.76
unravel, 0.507 0.889 0.333 -2.755
Almost Famous, 0.542 0.963 0.464 -1.482
Loverboy, 0.731 0.626 0.862 -6.919
Roder Fota, 0.48 0.26 0.262 -9.437
25 To Life, 0.701 0.931 0.362 -0.945
L‘impossible, 0.264 0.472 0.0978 -9.727
Akuma (feat. Rachel Mcalpine), 0.81 0.652 0.565 -7.458
PPAP(Pen-Pineapple-Apple-Pen) - Long ver., 0.895 0.529 0.498 -5.602
Onde, 0.0974 0.747 0.111 -7.311
dread, 0.409 0.853 0.199 -8.436
Anything Can Happen [Feat. Meek Mill], 0.674 0.814 0.182 -5.861
Zombie, 0.307 0.635 0.304 -8.957
Oblivion, 0.697 0.529 0.486 -8.838
Beautiful Pain, 0.682 0.813 0.435 -4.549
WOULDYOUWAITFORME, 0.561 0.947 0.224 -3.542
STAND-ALONE, 0.426 0.891 0.209 -5.206
Call Out My Name, 0.489 0.598 0.172 -4.929
The Bends, 0.23 0.755 0.312 -8.065
Pandora, 0.223 0.842 0.149 -6.356
Earth, 0.694 0.664 0.676 -4.649
Oviman (Ahmed Shakib Remix), 0.204 0.313 0.0963 -14.018
Kiss Me More (feat. SZA), 0.762 0.701 0.742 -3.541
Pick Up Your Phone, 0.639 0.526 0.488 -6.697
Goods, 0.62 0.705 0.641 -4.755
Crying in the Rain, 0.599 0.512 0.136 -8.072
Freak, 0.647 0.385 0.66 -13.717
All of the Stars, 0.436 0.562 0.24 -6.106
Blueberry Faygo, 0.774 0.554 0.349 -7.909
Dead Wrong, 0.68 0.867 0.813 -4.084
Attohottar Gaan, 0.386 0.378 0.229 -11.306
Hok Kolorob - Lofi Remix, 0.501 0.527 0.0463 -9.024
Jam & Butterfly, 0.688 0.521 0.431 -7.251
The Other Lover (Little Dragon & Moses Sumney), 0.633 0.451 0.475 -9.66
Big Jet Plane, 0.696 0.613 0.264 -7.972
Chocolate Chip Trip, 0.59 0.764 0.178 -9.588
good 4 u, 0.658 0.749 0.442 -2.967
Criminal, 0.804 0.724 0.554 -6.161
Soul Razer, 0.47 0.981 0.0914 -4.509
Paris, 0.849 0.648 0.196 -6.188
The Alonest of the Alone, 0.265 0.987 0.0774 -1.882
TOP FLOOR (feat. Travis Scott), 0.823 0.504 0.481 -8.65
MANIAC, 0.753 0.579 0.818 -4.514
Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage], 0.661 0.637 0.294 -5.09
Liquor Store, 0.703 0.599 0.851 -7.127
Moments, 0.789 0.534 0.631 -6.347
Crack A Bottle, 0.516 0.874 0.391 -2.571
Woke Up in Love, 0.643 0.585 0.188 -5.994
Youngest Daughter, 0.492 0.762 0.413 -6.813
Mood Swings (feat. Lil Tjay), 0.48 0.602 0.269 -6.335
Sunday Best, 0.878 0.525 0.694 -6.832
Ocean Drive, 0.686 0.718 0.557 -5.054
It's Been So Long, 0.564 0.647 0.458 -6.759
Often, 0.572 0.631 0.0713 -9.836
Never Say Never, 0.23 0.492 0.262 -5.767
Shinunoga E-Wa, 0.6 0.76 0.519 -6.124
On My Mind, 0.647 0.598 0.283 -8.24
Anmonne, 0.526 0.667 0.425 -7.327
whisper, 0.421 0.906 0.254 -5.862
Press Enter To Exit, 0.513 0.64 0.366 -10.156
Already Dead, 0.74 0.501 0.119 -6.339
Untitled, 0.857 0.841 0.74 -2.839
"Home (Metro Boomin & Don Toliver,  Lil Uzi Vert)" 0.595 0.175 0
一寸の赤, 0.511 0.743 0.536 -5.912
MANTRA, 0.5 0.817 0.599 -3.501
Obosthan, 0.667 0.255 0.165 -14.011
Beautiful Pain, 0.679 0.815 0.401 -4.499
Half The World Away, 0.62 0.11 0.211 -13.704
Wish (feat. Trippie Redd) - Trippie Mix, 0.565 0.819 0.682 -7.899
Lost It To Trying (Mouths Only Lying), 0.311 0.701 0.142 -9.155
Sunset, 0.626 0.707 0.377 -7.333
Cleanin' Out My Closet, 0.905 0.767 0.871 -4.798
All Girls Are The Same, 0.671 0.529 0.203 -7.226
Glock In My Lap, 0.847 0.733 0.202 -6.439
Refrain Boy, 0.473 0.869 0.862 -6.902
223's (feat. 9lokknine), 0.932 0.547 0.695 -7.787
The last, 0.246 0.197 0.085 -12.596
Write This Down, 0.824 0.818 0.844 -4.396
Renegade, 0.764 0.724 0.826 -4.748
CLOSER（第78話〜第102話）, 0.451 0.927 0.724 -4.184
Meet You in the Dark, 0.505 0.389 0.238 -12.251
Until The Colours Come, 0.366 0.699 0.0393 -8.137
It Will Rain, 0.576 0.835 0.476 -6.826
Perfectly Wrong, 0.361 0.311 0.323 -11.748
Berajaal, 0.419 0.681 0.292 -9.011
Stretched and Devoured, 0.471 0.979 0.287 -3.063
Bondhurey, 0.608 0.646 0.67 -6.234
Space Bound, 0.671 0.885 0.525 -3.464
Night Flight to Kabul, 0.593 0.924 0.675 -6.036
Witnesses of Extinction, 0.541 0.982 0.168 -3.562
Sacrificed, 0.456 0.993 0.0391 -4.092
Hurtless, 0.37 0.559 0.316 -5.589
Mantra, 0.564 0.664 0.899 -6.604
Temporary (feat. Don Toliver), 0.737 0.531 0.16 -4.29
Nightdriver, 0.612 0.584 0.237 -9.34
Tell me, 0.666 0.481 0.336 -6.612
60's Love, 0.461 0.552 0.391 -6.527
Not Afraid, 0.854 0.954 0.67 -1.185
Lately, 0.826 0.499 0.366 -7.971
HUMBLE., 0.908 0.621 0.421 -6.638
Two Dimensions, 0.329 0.444 0.225 -9.973
Anymore, 0.402 0.793 0.312 -5.325
Decimate the Ancestry of the Only God, 0.186 0.993 0.0526 -1.77
Who Are You??, 0.226 0.91 0.186 -9.146
Tyrants, 0.383 0.771 0.246 -7.227
Drifting Away, 0.298 0.333 0.16 -16.215
feel that way, 0.322 0.864 0.04 -6.601
BLACK_WAVE, 0.395 0.959 0.269 -2.041
Toxicity, 0.413 0.873 0.48 -4.151
Where Is My Mind?, 0.518 0.436 0.27 -14.134
"Coronus,  the Terminator" 0.438 0.138 2
As It Was, 0.52 0.731 0.662 -5.338
When The Music Stops, 0.742 0.549 0.093 -3.614
Northern Lights, 0.439 0.452 0.547 -12.41
Audi., 0.793 0.366 0.278 -10.051
AOK, 0.345 0.941 0.407 -9.918
Eka Beche Thakte Shekho Priyo, 0.338 0.224 0.386 -11.187
Can't Let You Go, 0.648 0.455 0.183 -7.122
Stay, 0.621 0.31 0.125 -10.164
Lament, 0.554 0.0527 0.27 -31.084
No Love, 0.735 0.932 0.318 -2.86
"All The Way Live (Spider-Man: Across the Spider-Verse) (Metro Boomin & Future,  Lil Uzi Vert)" 0.775 0.208 9
Standing Next to You, 0.711 0.809 0.816 -4.389
The Final Failure, 0.198 0.903 0.039 -6.943
Eternal Eclipse, 0.112 0.977 0.0475 -4.492
Jacchi Chute Bohu Dure, 0.41 0.0516 0.62 -19.54
Rain, 0.652 0.685 0.527 -6.599
Reise Zwei, 0.222 0.855 0.228 -6.196
Shohorer Duita Gaan, 0.391 0.217 0.135 -12.269
Young Dumb & Broke, 0.799 0.539 0.394 -6.351
Chandelier - Piano Version, 0.411 0.227 0.306 -8.068
I WHO BEND THE TALL GRASSES, 0.194 0.388 0.0457 -10.42
Mo Bamba, 0.738 0.629 0.319 -4.882
Adventure, 0.601 0.55 0.125 -10.026
Good Stuff, 0.641 0.376 0.165 -7.478
Work This Time, 0.526 0.489 0.53 -6.249
Cholo Bodle Jay, 0.416 0.772 0.401 -5.271
Whatever It Takes, 0.672 0.655 0.555 -5.021
帰ろう, 0.591 0.624 0.335 -5.926
Solar Echoes, 0.495 0.861 0.377 -8.637
"Oxygene,  Pt. 2" 0.385 0.126 2
The Memory Module, 0.396 0.4 0.169 -11.396
Sing For The Moment, 0.677 0.812 0.166 -4.235
Smoke And Mirrors, 0.114 0.946 0.121 -2.996
Aushomapto, 0.516 0.546 0.192 -8.227
Stay Wide Awake, 0.747 0.851 0.629 -3.35
Dead To Me, 0.486 0.342 0.271 -14.912
Pain 1993 (with Playboi Carti), 0.825 0.373 0.12 -5.532
date of rebirth, 0.429 0.952 0.666 -5.346
Sunflower - Spider-Man: Into the Spider-Verse, 0.755 0.522 0.925 -4.368
Tomar Jonno, 0.65 0.533 0.671 -6.141
Shokarto Upokul, 0.546 0.202 0.343 -14.821
"Paint It,  Black" 0.464 0.399 1
ブルーバード, 0.536 0.966 0.849 -2.929
Happier, 0.522 0.385 0.236 -7.355
Leave Me Alone, 0.792 0.743 0.742 -2.806
Fatal Invocation, 0.414 0.953 0.137 -4.567
Immigrant Song - Remaster, 0.564 0.932 0.619 -10.068
All My Friends Are Dead, 0.283 0.921 0.349 -6.485
Medicine Ball, 0.776 0.943 0.695 -2.559
"After The Storm (feat. Tyler,  The Creator & Bootsy Collins)" 0.675 0.102 4
Postmortem Fluid Evacuation, 0.276 0.936 0.388 -6.649
De Doden Hebben Het Goed III, 0.115 0.999 0.0177 -7.163
Overdue (with Travis Scott), 0.634 0.401 0.494 -11.212
Chere Jeyona - Lofi Remix, 0.228 0.264 0.288 -15.108
Warpath, 0.509 0.955 0.277 -4.313
Digeridoo, 0.523 0.973 0.577 -8.9
Walk, 0.831 0.795 0.744 -6.186
Search & Rescue, 0.828 0.441 0.533 -8.562
Diabolic Immanence, 0.197 0.902 0.0352 -6.783
Paradise, 0.844 0.644 0.591 -6.273
Kaikai Kitan, 0.584 0.911 0.606 -3.515
Bulbuli, 0.592 0.784 0.586 -3.423
Woman, 0.77 0.435 0.479 -8.859
Kvrt in Space, 0.52 0.807 0.256 -5.061
"Jaan Oh Baby!! (feat. Shoumik,  Shouvik & Tamim)" 0.893 0.129 11
Hearteater, 0.476 0.962 0.448 -4.023
"""Was He Slow?"" - Music From The Motion Picture Baby Driver", 0.754 0.719 0.674 -5.806
Julie And Candy, 0.677 0.623 0.105 -8.045
No Advice, 0.816 0.494 0.453 -4.13
誰か、海を。, 0.356 0.548 0.22 -7.64
Von, 0.147 0.442 0.0344 -8.684
Legion Main Title, 0.486 0.344 0.0762 -14.998
No Love, 0.522 0.932 0.33 -2.87
False Mirror, 0.173 0.802 0.0483 -5.093
Goya No Machiawase, 0.406 0.959 0.571 -3.014
Bloodhail, 0.182 0.607 0.41 -9.543
Cheerleader (Felix Jaehn Remix) - Radio Edit, 0.782 0.685 0.603 -6.237
Sunflower - Spider-Man: Into the Spider-Verse, 0.76 0.478 0.913 -5.574
Try Me, 0.453 0.679 0.107 -5.778
Telecastic fake show, 0.244 0.969 0.315 -3.248
Old Friends, 0.677 0.444 0.171 -5.429
Love Game, 0.779 0.943 0.696 -2.524
Unchain My Soul, 0.421 0.999 0.0271 -5.51
Hello, 0.862 0.936 0.718 -5.782
Island Song, 0.734 0.475 0.838 -12.618
Del II - Skjærsilden, 0.251 0.404 0.0498 -9.046
FEIGNING, 0.793 0.536 0.382 -7.624
You Want It Darker, 0.674 0.327 0.494 -16.986
God's Plan, 0.754 0.449 0.357 -9.211
Everybody Dies In Their Nightmares, 0.734 0.57 0.689 -7.066
Bruise, 0.0806 0.617 0.18 -9.23
Amaro Parano Jaha Chay, 0.487 0.27 0.262 -10.254
Obak Shob Shwapno, 0.482 0.281 0.323 -13.311
Who Let The Dogs Out, 0.869 0.887 0.784 -4.505
Sing Me to Sleep, 0.491 0.607 0.166 -6.333
Wandered To LA (with Justin Bieber), 0.687 0.643 0.418 -4.763
megan fox, 0.798 0.428 0.58 -10.125
Rust, 0.745 0.762 0.311 -10.206
Don't Forget Me, 0.533 0.794 0.622 -4.069
Everything In Its Right Place, 0.293 0.462 0.0623 -11.412
A Symptom Of Being Human, 0.601 0.552 0.324 -7.534
LALALALA, 0.705 0.849 0.609 -2.595
Srotoshini, 0.508 0.305 0.298 -11.347
Hold Out, 0.801 0.242 0.581 -10.866
Ishshoronio, 0.418 0.673 0.448 -8.93
Leper's grace, 0.306 0.984 0.12 -5.972
Underground, 0.632 0.807 0.55 -3.489
Blues n Rod, 0.519 0.782 0.515 -6.598
Upo, 0.669 0.293 0.685 -15.096
Buffalo Bill, 0.549 0.883 0.702 -3.858
Darkness (Full Suite), 0.435 0.428 0.123 -11.295
On Melancholy Hill, 0.689 0.739 0.578 -5.81
Dancing On My Own, 0.681 0.174 0.231 -8.745
Begynnelse - Sti, 0.174 0.517 0.0338 -7.008
Enemies (feat. DaBaby), 0.542 0.674 0.667 -4.169
Survival, 0.449 0.892 0.416 -3.002
Abscission, 0.311 0.981 0.11 -4.666
Shottoy, 0.507 0.638 0.646 -8.382
Ballin, 0.737 0.854 0.65 -6.414
Little Bit Better, 0.66 0.449 0.473 -9.376
more than words, 0.566 0.796 0.599 -5.058
this is what heartbreak feels like, 0.707 0.474 0.538 -4.603
favorite crime, 0.369 0.272 0.218 -10.497
Celebrity, 0.73 0.784 0.673 -2.62
Stoned on You, 0.69 0.506 0.767 -9.326
"City Ruins (Rays of Light) [From ""NieR: Automata""]", 0.413 0.0693 0.247 -19.498
Otritio, 0.303 0.976 0.269 -5.989
Get You (feat. Kali Uchis), 0.658 0.294 0.358 -8.533
HOUSTONFORNICATION, 0.689 0.723 0.288 -4.052
Open Casket Priapism, 0.219 0.895 0.351 -6.889
Dream House, 0.1 0.804 0.0954 -4.669
Fall Back, 0.871 0.158 0.46 -10.889
INDUSTRY BABY (feat. Jack Harlow), 0.741 0.691 0.892 -7.395
Without Me, 0.908 0.669 0.662 -2.827
Another One Bites The Dust - Remastered 2011, 0.933 0.528 0.754 -6.472
20 Years Later, 0.762 0.518 0.547 -7.283
Eye of the Tiger, 0.815 0.438 0.552 -14.522
