track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Cardigan,Don Toliver,0.747,0.497,4,-6.542,0,0.0401,0.248,0,0.138,0.0663,142.046,audio_features,0Li1OuXXfi7950ilZUFGkF,spotify:track:0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/tracks/0Li1OuXXfi7950ilZUFGkF,https://api.spotify.com/v1/audio-analysis/0Li1OuXXfi7950ilZUFGkF,158709,4
Situation,Don Toliver,0.482,0.634,1,-7.971,0,0.0847,0.261,1.59E-06,0.204,0.714,139.046,audio_features,7w0BSw2zbz5k2YY7FOAsSm,spotify:track:7w0BSw2zbz5k2YY7FOAsSm,https://api.spotify.com/v1/tracks/7w0BSw2zbz5k2YY7FOAsSm,https://api.spotify.com/v1/audio-analysis/7w0BSw2zbz5k2YY7FOAsSm,140964,4
Video Girl,Don Toliver,0.87,0.567,8,-6.278,0,0.123,0.159,0,0.102,0.369,117.97,audio_features,3CAz01GipLndFoWGYTYFeF,spotify:track:3CAz01GipLndFoWGYTYFeF,https://api.spotify.com/v1/tracks/3CAz01GipLndFoWGYTYFeF,https://api.spotify.com/v1/audio-analysis/3CAz01GipLndFoWGYTYFeF,156628,4
No Photos,Don Toliver,0.752,0.729,1,-5.436,1,0.174,0.29,1.27E-06,0.0783,0.366,134.038,audio_features,38HkYfvnhHLLB5Yaj2VpZg,spotify:track:38HkYfvnhHLLB5Yaj2VpZg,https://api.spotify.com/v1/tracks/38HkYfvnhHLLB5Yaj2VpZg,https://api.spotify.com/v1/audio-analysis/38HkYfvnhHLLB5Yaj2VpZg,175297,4
Recap (feat. Don Toliver),"NAV, Don Toliver",0.838,0.609,8,-5.161,0,0.0502,0.231,0,0.0983,0.6,127.966,audio_features,67LB1vZuG114LqRN8h8bQ2,spotify:track:67LB1vZuG114LqRN8h8bQ2,https://api.spotify.com/v1/tracks/67LB1vZuG114LqRN8h8bQ2,https://api.spotify.com/v1/audio-analysis/67LB1vZuG114LqRN8h8bQ2,143825,4
Company,Don Toliver,0.501,0.329,9,-10.978,0,0.0447,0.828,0.000361,0.171,0.4,75.013,audio_features,0paIDUEcixm7WmcC72KgKZ,spotify:track:0paIDUEcixm7WmcC72KgKZ,https://api.spotify.com/v1/tracks/0paIDUEcixm7WmcC72KgKZ,https://api.spotify.com/v1/audio-analysis/0paIDUEcixm7WmcC72KgKZ,204719,4
It's A Flex (feat. NAV),"88GLAM, NAV",0.799,0.554,6,-6.85,0,0.0922,0.153,0,0.198,0.533,150.051,audio_features,1gR8SPZg0pDh2F0Ridi3e1,spotify:track:1gR8SPZg0pDh2F0Ridi3e1,https://api.spotify.com/v1/tracks/1gR8SPZg0pDh2F0Ridi3e1,https://api.spotify.com/v1/audio-analysis/1gR8SPZg0pDh2F0Ridi3e1,198800,4
ORANGE SODA,Baby Keem,0.83,0.564,1,-7.822,1,0.235,0.177,0,0.128,0.107,85.042,audio_features,5FkoSXiJPKTNyYgALRJFhD,spotify:track:5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/tracks/5FkoSXiJPKTNyYgALRJFhD,https://api.spotify.com/v1/audio-analysis/5FkoSXiJPKTNyYgALRJFhD,129882,4
WHAT TO DO? (feat. Don Toliver),"JACKBOYS, Travis Scott, Don Toliver",0.643,0.594,9,-5.191,0,0.0312,0.0695,1.46E-05,0.115,0.195,118.037,audio_features,4AO1XhrgJczQ9bNVxdfKQe,spotify:track:4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/tracks/4AO1XhrgJczQ9bNVxdfKQe,https://api.spotify.com/v1/audio-analysis/4AO1XhrgJczQ9bNVxdfKQe,250142,4
GANG GANG,"JACKBOYS, Sheck Wes",0.859,0.6,7,-4.63,0,0.301,0.071,0,0.353,0.568,123.017,audio_features,6uJONCdr2rC65BNmCnTBWK,spotify:track:6uJONCdr2rC65BNmCnTBWK,https://api.spotify.com/v1/tracks/6uJONCdr2rC65BNmCnTBWK,https://api.spotify.com/v1/audio-analysis/6uJONCdr2rC65BNmCnTBWK,244761,4
24 (feat. Lil Baby),"Money Man, Lil Baby",0.868,0.638,2,-7.746,1,0.0736,0.146,0.0565,0.0931,0.459,126.03,audio_features,0xUvi7wldroBzaZCengPa5,spotify:track:0xUvi7wldroBzaZCengPa5,https://api.spotify.com/v1/tracks/0xUvi7wldroBzaZCengPa5,https://api.spotify.com/v1/audio-analysis/0xUvi7wldroBzaZCengPa5,182857,4
WUNNA,Gunna,0.89,0.455,0,-9,1,0.255,0.0217,0.0058,0.11,0.313,148.009,audio_features,0y7Ao3CVJsyKFmqdjutiIF,spotify:track:0y7Ao3CVJsyKFmqdjutiIF,https://api.spotify.com/v1/tracks/0y7Ao3CVJsyKFmqdjutiIF,https://api.spotify.com/v1/audio-analysis/0y7Ao3CVJsyKFmqdjutiIF,158240,4
NASTY GIRL / ON CAMERA,Gunna,0.598,0.472,0,-10.991,1,0.258,0.204,1.54E-05,0.108,0.522,120.08,audio_features,2f8y4CuG57UJEmkG3ujd0D,spotify:track:2f8y4CuG57UJEmkG3ujd0D,https://api.spotify.com/v1/tracks/2f8y4CuG57UJEmkG3ujd0D,https://api.spotify.com/v1/audio-analysis/2f8y4CuG57UJEmkG3ujd0D,230600,4
FEIGNING,Gunna,0.793,0.536,5,-7.624,0,0.103,0.0704,3.86E-06,0.171,0.382,78.006,audio_features,7qaoXmlsSrndaQeDRPpOeW,spotify:track:7qaoXmlsSrndaQeDRPpOeW,https://api.spotify.com/v1/tracks/7qaoXmlsSrndaQeDRPpOeW,https://api.spotify.com/v1/audio-analysis/7qaoXmlsSrndaQeDRPpOeW,165680,4
MET GALA,Gunna,0.873,0.577,1,-9.151,1,0.271,0.353,0,0.111,0.956,117.089,audio_features,4loM16743hROPC6uIJG6wM,spotify:track:4loM16743hROPC6uIJG6wM,https://api.spotify.com/v1/tracks/4loM16743hROPC6uIJG6wM,https://api.spotify.com/v1/audio-analysis/4loM16743hROPC6uIJG6wM,149133,4
Hot (Remix) [feat. Gunna and Travis Scott],"Young Thug, Travis Scott, Gunna",0.845,0.631,7,-8.206,0,0.216,0.188,0,0.0806,0.545,111.983,audio_features,4ea9w8c4ROqiZpJVhfBA3m,spotify:track:4ea9w8c4ROqiZpJVhfBA3m,https://api.spotify.com/v1/tracks/4ea9w8c4ROqiZpJVhfBA3m,https://api.spotify.com/v1/audio-analysis/4ea9w8c4ROqiZpJVhfBA3m,279907,4
GATTI,"JACKBOYS, Pop Smoke, Travis Scott",0.594,0.676,2,-5.808,1,0.344,0.135,0,0.163,0.472,143.477,audio_features,40mjsnRjCpycdUw3xhS20g,spotify:track:40mjsnRjCpycdUw3xhS20g,https://api.spotify.com/v1/tracks/40mjsnRjCpycdUw3xhS20g,https://api.spotify.com/v1/audio-analysis/40mjsnRjCpycdUw3xhS20g,181145,4
Sky Fall,"Travis Scott, Young Thug",0.652,0.69,11,-7.1,0,0.0574,0.213,0,0.257,0.249,98.451,audio_features,7p7pzSVr2zovan3m1m5hFm,spotify:track:7p7pzSVr2zovan3m1m5hFm,https://api.spotify.com/v1/tracks/7p7pzSVr2zovan3m1m5hFm,https://api.spotify.com/v1/audio-analysis/7p7pzSVr2zovan3m1m5hFm,318093,4
Hot (feat. Gunna),"Young Thug, Gunna",0.855,0.651,0,-8.044,0,0.235,0.063,0,0.0772,0.559,111.997,audio_features,5Z8HZM6iQMhhqyPcCGY5g9,spotify:track:5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/tracks/5Z8HZM6iQMhhqyPcCGY5g9,https://api.spotify.com/v1/audio-analysis/5Z8HZM6iQMhhqyPcCGY5g9,193027,4
HIGHEST IN THE ROOM,Travis Scott,0.598,0.427,7,-8.764,0,0.0317,0.0546,5.83E-06,0.21,0.0605,76.469,audio_features,3eekarcy7kvN4yt5ZFzltW,spotify:track:3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/tracks/3eekarcy7kvN4yt5ZFzltW,https://api.spotify.com/v1/audio-analysis/3eekarcy7kvN4yt5ZFzltW,175721,4
COOLER THAN A BITCH (feat. Roddy Ricch),"Gunna, Roddy Ricch",0.837,0.586,11,-8.521,0,0.0807,0.281,0,0.134,0.618,117.066,audio_features,5LHHKZOwV8XW4LJP2C64mw,spotify:track:5LHHKZOwV8XW4LJP2C64mw,https://api.spotify.com/v1/tracks/5LHHKZOwV8XW4LJP2C64mw,https://api.spotify.com/v1/audio-analysis/5LHHKZOwV8XW4LJP2C64mw,197000,4
ARGENTINA,Gunna,0.804,0.725,1,-9.463,1,0.0838,0.0912,0,0.0708,0.356,139.967,audio_features,4LkEHc33eXcXFQNwxruw7W,spotify:track:4LkEHc33eXcXFQNwxruw7W,https://api.spotify.com/v1/tracks/4LkEHc33eXcXFQNwxruw7W,https://api.spotify.com/v1/audio-analysis/4LkEHc33eXcXFQNwxruw7W,149133,4
20 Min,Lil Uzi Vert,0.773,0.75,8,-4.009,0,0.117,0.109,0,0.174,0.783,123.426,audio_features,0uxSUdBrJy9Un0EYoBowng,spotify:track:0uxSUdBrJy9Un0EYoBowng,https://api.spotify.com/v1/tracks/0uxSUdBrJy9Un0EYoBowng,https://api.spotify.com/v1/audio-analysis/0uxSUdBrJy9Un0EYoBowng,220587,4
Floating (feat. 21 Savage),"ScHoolboy Q, 21 Savage",0.906,0.546,11,-4.977,0,0.346,0.18,0,0.091,0.549,139.946,audio_features,4NN6N5TxBO5k9uqu0W4gfQ,spotify:track:4NN6N5TxBO5k9uqu0W4gfQ,https://api.spotify.com/v1/tracks/4NN6N5TxBO5k9uqu0W4gfQ,https://api.spotify.com/v1/audio-analysis/4NN6N5TxBO5k9uqu0W4gfQ,186827,4
Floating (feat. Khalid),"Alina Baraz, Khalid",0.66,0.447,1,-9.026,0,0.0482,0.81,2.15E-06,0.11,0.578,84.95,audio_features,2vLWF4yFhTHQZVwrPTjH1s,spotify:track:2vLWF4yFhTHQZVwrPTjH1s,https://api.spotify.com/v1/tracks/2vLWF4yFhTHQZVwrPTjH1s,https://api.spotify.com/v1/audio-analysis/2vLWF4yFhTHQZVwrPTjH1s,174490,4
ball w/o you,21 Savage,0.892,0.633,8,-7.471,1,0.0902,0.0467,0.000189,0.139,0.459,137.994,audio_features,50a8bKqlwDEqeiEknrzkTO,spotify:track:50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/tracks/50a8bKqlwDEqeiEknrzkTO,https://api.spotify.com/v1/audio-analysis/50a8bKqlwDEqeiEknrzkTO,195047,4
Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",0.825,0.733,1,-5.625,0,0.0969,0.349,0,0.112,0.62,97.974,audio_features,3ruoIF2UnoXdzK8mR61ebq,spotify:track:3ruoIF2UnoXdzK8mR61ebq,https://api.spotify.com/v1/tracks/3ruoIF2UnoXdzK8mR61ebq,https://api.spotify.com/v1/audio-analysis/3ruoIF2UnoXdzK8mR61ebq,190331,4
Casper,Takeoff,0.921,0.607,1,-7.397,1,0.209,0.525,1.17E-06,0.123,0.753,140.067,audio_features,1B4gJRq61xTs6r1O0Uq2iY,spotify:track:1B4gJRq61xTs6r1O0Uq2iY,https://api.spotify.com/v1/tracks/1B4gJRq61xTs6r1O0Uq2iY,https://api.spotify.com/v1/audio-analysis/1B4gJRq61xTs6r1O0Uq2iY,197079,4
Space Cadet (feat. Gunna),"Metro Boomin, Gunna",0.901,0.464,5,-9.789,0,0.0645,0.368,1.82E-05,0.238,0.638,109.004,audio_features,1fewSx2d5KIZ04wsooEBOz,spotify:track:1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/tracks/1fewSx2d5KIZ04wsooEBOz,https://api.spotify.com/v1/audio-analysis/1fewSx2d5KIZ04wsooEBOz,203267,4
Glock In My Lap,"21 Savage, Metro Boomin",0.847,0.733,10,-6.439,0,0.16,0.00574,1.04E-05,0.151,0.202,130.029,audio_features,6pcywuOeGGWeOQzdUyti6k,spotify:track:6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/tracks/6pcywuOeGGWeOQzdUyti6k,https://api.spotify.com/v1/audio-analysis/6pcywuOeGGWeOQzdUyti6k,193591,4
Runnin,"21 Savage, Metro Boomin",0.819,0.626,10,-4.574,0,0.202,0.00748,0.101,0.167,0.415,143.01,audio_features,5SWnsxjhdcEDc7LJjq9UHk,spotify:track:5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/tracks/5SWnsxjhdcEDc7LJjq9UHk,https://api.spotify.com/v1/audio-analysis/5SWnsxjhdcEDc7LJjq9UHk,195906,4
Many Men,"21 Savage, Metro Boomin",0.635,0.793,10,-4.333,0,0.0322,0.000647,0.747,0.113,0.281,77.594,audio_features,3CDVMejYHnB1SkEEx0T1N4,spotify:track:3CDVMejYHnB1SkEEx0T1N4,https://api.spotify.com/v1/tracks/3CDVMejYHnB1SkEEx0T1N4,https://api.spotify.com/v1/audio-analysis/3CDVMejYHnB1SkEEx0T1N4,201856,4
"Dreams, Fairytales, Fantasies (feat. Brent Faiyaz & Salaam Remi)","A$AP Ferg, Brent Faiyaz, Salaam Remi",0.737,0.597,7,-7.333,1,0.119,0.292,0,0.13,0.449,92.049,audio_features,5oady7OSE7dH7LHiqmb3Cr,spotify:track:5oady7OSE7dH7LHiqmb3Cr,https://api.spotify.com/v1/tracks/5oady7OSE7dH7LHiqmb3Cr,https://api.spotify.com/v1/audio-analysis/5oady7OSE7dH7LHiqmb3Cr,222987,4
Mutombo,Dwn2earth,0.603,0.581,0,-10.667,1,0.0648,0.469,0.00142,0.11,0.163,125.998,audio_features,3KM0368RZYg0MPr0wHDeqS,spotify:track:3KM0368RZYg0MPr0wHDeqS,https://api.spotify.com/v1/tracks/3KM0368RZYg0MPr0wHDeqS,https://api.spotify.com/v1/audio-analysis/3KM0368RZYg0MPr0wHDeqS,221807,4
Love Hurts (feat. Travis Scott),"Playboi Carti, Travis Scott",0.724,0.45,4,-5.763,0,0.0497,0.0315,1.42E-05,0.111,0.464,140.978,audio_features,3K6U7TamNyVSWcFH8pCQHX,spotify:track:3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/tracks/3K6U7TamNyVSWcFH8pCQHX,https://api.spotify.com/v1/audio-analysis/3K6U7TamNyVSWcFH8pCQHX,180560,4
Lucid Dreams,Juice WRLD,0.511,0.566,6,-7.23,0,0.2,0.349,0,0.34,0.218,83.903,audio_features,285pBltuF7vW8TeWk8hdRR,spotify:track:285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/tracks/285pBltuF7vW8TeWk8hdRR,https://api.spotify.com/v1/audio-analysis/285pBltuF7vW8TeWk8hdRR,239836,4
Infatuation,Takeoff,0.629,0.608,2,-7.247,0,0.077,0.0724,0,0.0874,0.419,103.022,audio_features,00I0pcNkN3IOX3fsYbaB4N,spotify:track:00I0pcNkN3IOX3fsYbaB4N,https://api.spotify.com/v1/tracks/00I0pcNkN3IOX3fsYbaB4N,https://api.spotify.com/v1/audio-analysis/00I0pcNkN3IOX3fsYbaB4N,221893,4
goosebumps,Travis Scott,0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,audio_features,6gBFPUFcJLzWGx4lenP6h2,spotify:track:6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/tracks/6gBFPUFcJLzWGx4lenP6h2,https://api.spotify.com/v1/audio-analysis/6gBFPUFcJLzWGx4lenP6h2,243837,4
Trophies,SAINt JHN,0.695,0.504,0,-6.669,0,0.0562,0.36,4.44E-06,0.0961,0.502,146.963,audio_features,77Lpioi8uKcmiwdU8ClD6t,spotify:track:77Lpioi8uKcmiwdU8ClD6t,https://api.spotify.com/v1/tracks/77Lpioi8uKcmiwdU8ClD6t,https://api.spotify.com/v1/audio-analysis/77Lpioi8uKcmiwdU8ClD6t,222654,4
Trap (feat. Lil Baby),"SAINt JHN, Lil Baby",0.791,0.839,0,-2.887,1,0.0424,0.0849,0,0.193,0.349,116.991,audio_features,2Y8hY4rRRQQjdaZkkwzpd9,spotify:track:2Y8hY4rRRQQjdaZkkwzpd9,https://api.spotify.com/v1/tracks/2Y8hY4rRRQQjdaZkkwzpd9,https://api.spotify.com/v1/audio-analysis/2Y8hY4rRRQQjdaZkkwzpd9,184699,4
Monica Lewinsky (feat. A Boogie Wit da Hoodie),"SAINt JHN, A Boogie Wit da Hoodie",0.828,0.521,10,-5.583,1,0.137,0.858,0,0.13,0.369,106.009,audio_features,4hTErxf8ZqFNGH0hZqEoAI,spotify:track:4hTErxf8ZqFNGH0hZqEoAI,https://api.spotify.com/v1/tracks/4hTErxf8ZqFNGH0hZqEoAI,https://api.spotify.com/v1/audio-analysis/4hTErxf8ZqFNGH0hZqEoAI,200475,4
Focus (feat. 21 Savage),"Bazzi, 21 Savage",0.752,0.703,1,-5.268,1,0.0969,0.00694,0,0.143,0.538,77.021,audio_features,2FqqVHvC4eKrsk97vpMRid,spotify:track:2FqqVHvC4eKrsk97vpMRid,https://api.spotify.com/v1/tracks/2FqqVHvC4eKrsk97vpMRid,https://api.spotify.com/v1/audio-analysis/2FqqVHvC4eKrsk97vpMRid,155134,4
TOP FLOOR (feat. Travis Scott),"Gunna, Travis Scott",0.823,0.504,8,-8.65,0,0.16,0.206,0,0.417,0.481,112.985,audio_features,4YhJ3a6kBPGJWX4Ek77sDd,spotify:track:4YhJ3a6kBPGJWX4Ek77sDd,https://api.spotify.com/v1/tracks/4YhJ3a6kBPGJWX4Ek77sDd,https://api.spotify.com/v1/audio-analysis/4YhJ3a6kBPGJWX4Ek77sDd,169907,4
Pain 1993 (with Playboi Carti),"Drake, Playboi Carti",0.825,0.373,5,-5.532,0,0.108,0.163,0,0.368,0.12,77.271,audio_features,6Kj17Afjo1OKJYpf5VzCeo,spotify:track:6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/tracks/6Kj17Afjo1OKJYpf5VzCeo,https://api.spotify.com/v1/audio-analysis/6Kj17Afjo1OKJYpf5VzCeo,149078,4
Foreign,Playboi Carti,0.762,0.705,6,-5.195,0,0.164,0.0906,0,0.17,0.264,122.955,audio_features,500l6Cwe40hkPqS7Sf7ufY,spotify:track:500l6Cwe40hkPqS7Sf7ufY,https://api.spotify.com/v1/tracks/500l6Cwe40hkPqS7Sf7ufY,https://api.spotify.com/v1/audio-analysis/500l6Cwe40hkPqS7Sf7ufY,142893,4
Tequila Shots,Kid Cudi,0.712,0.556,5,-7.214,0,0.0531,0.084,5.04E-05,0.527,0.22,90.494,audio_features,30KctD1WsHKTIYczXjip5a,spotify:track:30KctD1WsHKTIYczXjip5a,https://api.spotify.com/v1/tracks/30KctD1WsHKTIYczXjip5a,https://api.spotify.com/v1/audio-analysis/30KctD1WsHKTIYczXjip5a,193293,4
King Of The Fall,The Weeknd,0.585,0.757,4,-4.752,0,0.0599,0.101,0,0.273,0.208,78.018,audio_features,7o3Mcis1uKcYDuuJD1W0Rm,spotify:track:7o3Mcis1uKcYDuuJD1W0Rm,https://api.spotify.com/v1/tracks/7o3Mcis1uKcYDuuJD1W0Rm,https://api.spotify.com/v1/audio-analysis/7o3Mcis1uKcYDuuJD1W0Rm,301595,4
Escape From LA,The Weeknd,0.372,0.525,5,-8.996,0,0.0592,0.0457,0.00313,0.199,0.171,144.95,audio_features,1sOW4PuG5X3Ie3EXUhAopJ,spotify:track:1sOW4PuG5X3Ie3EXUhAopJ,https://api.spotify.com/v1/tracks/1sOW4PuG5X3Ie3EXUhAopJ,https://api.spotify.com/v1/audio-analysis/1sOW4PuG5X3Ie3EXUhAopJ,355960,4
Mile High (feat. Travis Scott & Metro Boomin),"James Blake, Travis Scott, Metro Boomin",0.754,0.37,6,-9.854,0,0.12,0.403,6.22E-05,0.107,0.228,114.941,audio_features,4cQrSREMqBSvJ8ZzBZjVb8,spotify:track:4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/tracks/4cQrSREMqBSvJ8ZzBZjVb8,https://api.spotify.com/v1/audio-analysis/4cQrSREMqBSvJ8ZzBZjVb8,193600,4
Paranoia (feat. Gunna & Young Thug),"Pop Smoke, Gunna, Young Thug",0.568,0.646,2,-4.369,0,0.219,0.231,0,0.12,0.24,143.869,audio_features,3QqJ44HiM84iyZS0G2IKIP,spotify:track:3QqJ44HiM84iyZS0G2IKIP,https://api.spotify.com/v1/tracks/3QqJ44HiM84iyZS0G2IKIP,https://api.spotify.com/v1/audio-analysis/3QqJ44HiM84iyZS0G2IKIP,212658,1
SHOWING YOU,PARTYNEXTDOOR,0.649,0.297,6,-13.509,1,0.036,0.739,0,0.11,0.523,133.933,audio_features,6Jq89I45IO3GNlD3ulEgZf,spotify:track:6Jq89I45IO3GNlD3ulEgZf,https://api.spotify.com/v1/tracks/6Jq89I45IO3GNlD3ulEgZf,https://api.spotify.com/v1/audio-analysis/6Jq89I45IO3GNlD3ulEgZf,286781,4
"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","H.E.R., A Boogie Wit da Hoodie, Chris Brown, Pop Smoke",0.816,0.513,1,-8.363,1,0.244,0.0145,0.000102,0.14,0.17,96.981,audio_features,6MO2bfLHKykUgCChFdw91H,spotify:track:6MO2bfLHKykUgCChFdw91H,https://api.spotify.com/v1/tracks/6MO2bfLHKykUgCChFdw91H,https://api.spotify.com/v1/audio-analysis/6MO2bfLHKykUgCChFdw91H,296011,4
After Party,Don Toliver,0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,audio_features,527k23H0A4Q0UJN3vGs0Da,spotify:track:527k23H0A4Q0UJN3vGs0Da,https://api.spotify.com/v1/tracks/527k23H0A4Q0UJN3vGs0Da,https://api.spotify.com/v1/audio-analysis/527k23H0A4Q0UJN3vGs0Da,167916,4
Secret (feat. Summer Walker),"21 Savage, Summer Walker",0.727,0.496,5,-10.386,0,0.178,0.0893,0.00011,0.0987,0.504,130.061,audio_features,67lKDoCZbRCJDa4RT68eme,spotify:track:67lKDoCZbRCJDa4RT68eme,https://api.spotify.com/v1/tracks/67lKDoCZbRCJDa4RT68eme,https://api.spotify.com/v1/audio-analysis/67lKDoCZbRCJDa4RT68eme,210462,4
Fantasy,Bazzi,0.699,0.668,5,-4.272,0,0.0336,0.154,3.20E-06,0.362,0.314,144.105,audio_features,1i36kkhmhBxf4lYJscg5zK,spotify:track:1i36kkhmhBxf4lYJscg5zK,https://api.spotify.com/v1/tracks/1i36kkhmhBxf4lYJscg5zK,https://api.spotify.com/v1/audio-analysis/1i36kkhmhBxf4lYJscg5zK,148230,4
No Guidance (feat. Drake),"Chris Brown, Drake",0.696,0.454,1,-6.756,0,0.153,0.123,0,0.155,0.136,92.928,audio_features,6XHVuErjQ4XNm6nDPVCxVX,spotify:track:6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/tracks/6XHVuErjQ4XNm6nDPVCxVX,https://api.spotify.com/v1/audio-analysis/6XHVuErjQ4XNm6nDPVCxVX,260640,4
Die For You,The Weeknd,0.586,0.525,1,-7.163,0,0.0615,0.111,0,0.134,0.508,133.629,audio_features,2LBqCSwhJGcFQeTHMVGwy3,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/tracks/2LBqCSwhJGcFQeTHMVGwy3,https://api.spotify.com/v1/audio-analysis/2LBqCSwhJGcFQeTHMVGwy3,260253,4
Get You (feat. Kali Uchis),"Daniel Caesar, Kali Uchis",0.658,0.294,4,-8.533,0,0.0321,0.422,5.20E-05,0.0749,0.358,74.038,audio_features,7zFXmv6vqI4qOt4yGf3jYZ,spotify:track:7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/tracks/7zFXmv6vqI4qOt4yGf3jYZ,https://api.spotify.com/v1/audio-analysis/7zFXmv6vqI4qOt4yGf3jYZ,278180,4
Try Me,The Weeknd,0.453,0.679,8,-5.778,0,0.0651,0.596,0.000578,0.129,0.107,92.023,audio_features,4ppTAJUbNXELZcoUaL90wo,spotify:track:4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/tracks/4ppTAJUbNXELZcoUaL90wo,https://api.spotify.com/v1/audio-analysis/4ppTAJUbNXELZcoUaL90wo,221107,4
Still Be Friends (feat. Tory Lanez & Tyga),"G-Eazy, Tory Lanez, Tyga",0.803,0.759,7,-4.692,0,0.0494,0.00509,0,0.0921,0.284,104,audio_features,0JjM9bKm4wrwohMslcm892,spotify:track:0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/tracks/0JjM9bKm4wrwohMslcm892,https://api.spotify.com/v1/audio-analysis/0JjM9bKm4wrwohMslcm892,213308,4
Moana,"G-Eazy, Jack Harlow",0.753,0.502,1,-6.879,1,0.264,0.0439,1.54E-06,0.128,0.349,205.895,audio_features,1Tfxi7N3DW4zvAuVjt9g8X,spotify:track:1Tfxi7N3DW4zvAuVjt9g8X,https://api.spotify.com/v1/tracks/1Tfxi7N3DW4zvAuVjt9g8X,https://api.spotify.com/v1/audio-analysis/1Tfxi7N3DW4zvAuVjt9g8X,178217,4
Oh Okay (feat. Young Thug & Lil Baby),"Gunna, Lil Baby, Young Thug",0.889,0.516,8,-8.852,1,0.327,0.372,0,0.0926,0.732,140.005,audio_features,38844QuZDlnt44uHPrSA3S,spotify:track:38844QuZDlnt44uHPrSA3S,https://api.spotify.com/v1/tracks/38844QuZDlnt44uHPrSA3S,https://api.spotify.com/v1/audio-analysis/38844QuZDlnt44uHPrSA3S,199012,4
Faith,The Weeknd,0.37,0.603,0,-7.268,0,0.0735,0.612,0.0439,0.147,0.125,175.962,audio_features,3orEOtd8CPL8GFlpRpKuoE,spotify:track:3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/tracks/3orEOtd8CPL8GFlpRpKuoE,https://api.spotify.com/v1/audio-analysis/3orEOtd8CPL8GFlpRpKuoE,283227,4
Outro,D-Block Europe,0.608,0.742,9,-8.091,1,0.184,0.0835,0,0.339,0.477,180.124,audio_features,1BYrcHW0Ch6Bazu2nsS2r4,spotify:track:1BYrcHW0Ch6Bazu2nsS2r4,https://api.spotify.com/v1/tracks/1BYrcHW0Ch6Bazu2nsS2r4,https://api.spotify.com/v1/audio-analysis/1BYrcHW0Ch6Bazu2nsS2r4,180000,4
Alone,Prznt,0.69,0.211,1,-15.667,0,0.0557,0.402,0.0107,0.194,0.0694,140.012,audio_features,3PWnooUiNkq4LTS11BsiSN,spotify:track:3PWnooUiNkq4LTS11BsiSN,https://api.spotify.com/v1/tracks/3PWnooUiNkq4LTS11BsiSN,https://api.spotify.com/v1/audio-analysis/3PWnooUiNkq4LTS11BsiSN,231429,4
Blue Pill,"Metro Boomin, Travis Scott",0.369,0.42,3,-12.278,0,0.0674,0.303,0,0.115,0.0716,132.93,audio_features,3VFI494i8DoYzkA5boYxCw,spotify:track:3VFI494i8DoYzkA5boYxCw,https://api.spotify.com/v1/tracks/3VFI494i8DoYzkA5boYxCw,https://api.spotify.com/v1/audio-analysis/3VFI494i8DoYzkA5boYxCw,232827,4
Ghostface Killers (feat. Travis Scott),"21 Savage, Offset, Metro Boomin, Travis Scott",0.782,0.435,2,-7.033,1,0.156,0.333,1.31E-05,0.342,0.242,82.996,audio_features,5u6vkDnOyaf8LsteDAj2ub,spotify:track:5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/tracks/5u6vkDnOyaf8LsteDAj2ub,https://api.spotify.com/v1/audio-analysis/5u6vkDnOyaf8LsteDAj2ub,268933,4
